Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,AltTitle.other,Title,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription-NO,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title,Program,IIIF Manifest URL
ark:/13030/m5kb10dv,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0122,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,طفل من عائلة الخطيب,A Photograph of a Child from al-Khatib Family,A black-and-white photograph showing a child from al-Khatib Family standing in front of his grandfather's car. |~|صورة غير ملونة يظهر فيها طفل من عائلة الخطيب واقفًا أمام سيارة تحمل لوحة جدة.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,4629.0,7003.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/62122_ca_object_representations_media_150485_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/49401_ca_object_representations_media_150485_original.jpg,https://palarchive.org/index.php/Detail/objects/183091/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:40,15 March 2022 at 14:47:25,A black-and-white photograph showing a child from al-Khatib Family standing in front of his grandfather's car.,صورة غير ملونة يظهر فيها طفل من عائلة الخطيب واقفًا أمام سيارة تحمل لوحة جدة.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5kb10dv/manifest
ark:/13030/m56j289v,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0123,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,اطفال من عائلة الخطيب,A Photograph of Children from al-Khatib Family,A black-and-white photograph showing children from al-Khatib Family standing in front of a car.|~|صورة غير ملونة يظهر فيها مجموعة من اطفال عائلة الخطيب يقفون امام سيارة.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5299.0,7339.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/74916_ca_object_representations_media_150486_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/52119_ca_object_representations_media_150486_original.jpg,https://palarchive.org/index.php/Detail/objects/183092/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:40,15 March 2022 at 14:47:26,A black-and-white photograph showing children from al-Khatib Family standing in front of a car.,صورة غير ملونة يظهر فيها مجموعة من اطفال عائلة الخطيب يقفون امام سيارة.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm56j289v/manifest
ark:/13030/m5fn8z11,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0124,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,أطفال من عائلة الخطيب,A Photograph of Children from al-Khatib Family,A black-and-white photograph showing children from al-Khatib Family standing in front of a car.|~|صورة غير ملونة يظهر فيها مجموعة من اطفال عائلة الخطيب يقفون أمام سيارة.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5344.0,7289.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/77328_ca_object_representations_media_150487_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/93206_ca_object_representations_media_150487_original.jpg,https://palarchive.org/index.php/Detail/objects/183093/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:40,15 March 2022 at 14:47:26,A black-and-white photograph showing children from al-Khatib Family standing in front of a car.,صورة غير ملونة يظهر فيها مجموعة من اطفال عائلة الخطيب يقفون أمام سيارة.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5fn8z11/manifest
ark:/13030/m5jt7g76,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0125,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,طفلان من عائلة الخطيب,A Photograph of Children from al-Khatib Family,A black-and-white photograph showing two children from al-Khatib Family.|~|صورة غير ملونة يظهر فيها طفلان من عائلة الخطيب.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5381.0,7257.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/23501_ca_object_representations_media_150488_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/61038_ca_object_representations_media_150488_original.jpg,https://palarchive.org/index.php/Detail/objects/183094/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:40,15 March 2022 at 14:47:26,A black-and-white photograph showing two children from al-Khatib Family.,صورة غير ملونة يظهر فيها طفلان من عائلة الخطيب.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5jt7g76/manifest
ark:/13030/m5sz4516,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0126,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,مجموعة رجال وشبان من عائلة الخطيب,A Photograph of Men from al-Khatib Family,A black-and-white photograph showing men from al-Khatib Family.|~|صورة غير ملونة يظهر فيها مجموعة من الرجال والشبان من عائلة الخطيب.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5455.0,7317.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/25707_ca_object_representations_media_150489_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/82118_ca_object_representations_media_150489_original.jpg,https://palarchive.org/index.php/Detail/objects/183095/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:40,15 March 2022 at 14:47:27,A black-and-white photograph showing men from al-Khatib Family.,صورة غير ملونة يظهر فيها مجموعة من الرجال والشبان من عائلة الخطيب.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sz4516/manifest
ark:/13030/m5xm66cn,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0127,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,نعيمة ومحمد الخطيب,A Photograph of Naʿimeh and Muhammad al-Khatib,A black-and-white photograph of Naʿimeh al-Khatib and her husband Muhammad al-Khatib with another man.|~|صورة غير ملونة يظهر فيها كل من نعيمة ومحمد الخطيب برفقة شخص آخر.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5455.0,7317.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/71435_ca_object_representations_media_150490_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/15472_ca_object_representations_media_150490_original.jpg,https://palarchive.org/index.php/Detail/objects/183096/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:40,15 March 2022 at 14:47:27,A black-and-white photograph of Naʿimeh al-Khatib and her husband Muhammad al-Khatib with another man.,صورة غير ملونة يظهر فيها كل من نعيمة ومحمد الخطيب برفقة شخص آخر.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5xm66cn/manifest
ark:/13030/m5995zvz,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0128,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,مجموعة رجال وشبان من عائلة الخطيب,A Photograph of Men from al-Khatib Family,A black-and-white photograph showing men from al-Khatib Family.|~|صورة غير ملونة يظهر فيها مجموعة من رجال وشبان عائلة الخطيب.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5411.0,7310.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/1854_ca_object_representations_media_150491_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/52708_ca_object_representations_media_150491_original.jpg,https://palarchive.org/index.php/Detail/objects/183097/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:40,15 March 2022 at 14:47:27,A black-and-white photograph showing men from al-Khatib Family.,صورة غير ملونة يظهر فيها مجموعة من رجال وشبان عائلة الخطيب.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5995zvz/manifest
ark:/13030/m5ds0m9h,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0129,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,أفراد من عائلة الخطيب,A Photograph of al-Khatib Family Members,A black-and-white photograph of al-Khatib Family members standing by a food table.|~|صورة غير ملونة يظهر فيها شابان ورجل من عائلة الخطيب يقفون أمام مائدة طعام.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5411.0,7310.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/94588_ca_object_representations_media_150492_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/36470_ca_object_representations_media_150492_original.jpg,https://palarchive.org/index.php/Detail/objects/183098/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:40,15 March 2022 at 14:47:28,A black-and-white photograph of al-Khatib Family members standing by a food table.,صورة غير ملونة يظهر فيها شابان ورجل من عائلة الخطيب يقفون أمام مائدة طعام.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5ds0m9h/manifest
ark:/13030/m5nm15tp,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0130,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,صورة جماعية لأفراد من عائلة الخطيب,A Photograph of al-Khatib Family Members,A black-and-white photograph showing members from al-Khatib Family.|~|صورة جماعية غير ملونة لأفراد من عائلة الخطيب.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5411.0,7310.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/61028_ca_object_representations_media_150493_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/43004_ca_object_representations_media_150493_original.jpg,https://palarchive.org/index.php/Detail/objects/183099/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:40,15 March 2022 at 14:47:28,A black-and-white photograph showing members from al-Khatib Family.,صورة جماعية غير ملونة لأفراد من عائلة الخطيب.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5nm15tp/manifest
ark:/13030/m5rz73z9,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0131,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,أطفال من عائلة الخطيب,A Photograph of Children from al-Khatib Family,A black-and-white photograph showing children from al-Khatib Family standing in front of a car in Kuwait.|~|صورة غير ملونة يظهر فيها أطفال من عائلة الخطيب يقفون أمام سيارة تحمل لوحة تسجيل كويتية.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5288.0,7316.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/24443_ca_object_representations_media_150494_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/86015_ca_object_representations_media_150494_original.jpg,https://palarchive.org/index.php/Detail/objects/183100/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:41,15 March 2022 at 14:47:28,A black-and-white photograph showing children from al-Khatib Family standing in front of a car in Kuwait.,صورة غير ملونة يظهر فيها أطفال من عائلة الخطيب يقفون أمام سيارة تحمل لوحة تسجيل كويتية.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5rz73z9/manifest
ark:/13030/m5sv5fpc,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0132,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,صورة جماعية لأفراد من عائلة الخطيب,A Photograph of Members from al-Khatib Family,A black-and-white photograph showing members from al-Khatib Family.|~|صورة جماعية غير ملونة لأفراد من عائلة الخطيب.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,5455.0,7317.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/11639_ca_object_representations_media_150495_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/23797_ca_object_representations_media_150495_original.jpg,https://palarchive.org/index.php/Detail/objects/183101/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:41,15 March 2022 at 14:47:29,A black-and-white photograph showing members from al-Khatib Family.,صورة جماعية غير ملونة لأفراد من عائلة الخطيب.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5sv5fpc/manifest
ark:/13030/m5hv0f58,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0133,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,أطفال وفتيان من عائلة الخطيب,A Photograph of Children from al-Khatib Family,A black-and-white photograph showing children from al-Khatib Family.|~|صورة غير ملونة يظهر فيها فتيان واطفال من عائلة الخطيب.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,6552.0,8812.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/92314_ca_object_representations_media_150496_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/14397_ca_object_representations_media_150496_original.jpg,https://palarchive.org/index.php/Detail/objects/183102/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:41,15 March 2022 at 14:47:29,A black-and-white photograph showing children from al-Khatib Family.,صورة غير ملونة يظهر فيها فتيان واطفال من عائلة الخطيب.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5hv0f58/manifest
ark:/13030/m5hj49v0,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0134,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,عائلة الخطيب في رحلة استجمام,A Photograph of al-Khatib Family on a Trip,A black-and-white photograph of a member of al-Khatib Family barbecuing on a trip in Kuwait.|~|صورة غير ملونة فيها احد أفراد عائلة الخطيب وهو يشوي اللحم، خلال رحلة استجمام للعائلة أثناء اقامتها في الكويت.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,6567.0,8848.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/88737_ca_object_representations_media_150497_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/94864_ca_object_representations_media_150497_original.jpg,https://palarchive.org/index.php/Detail/objects/183103/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:41,15 March 2022 at 14:47:29,A black-and-white photograph of a member of al-Khatib Family barbecuing on a trip in Kuwait.,صورة غير ملونة فيها احد أفراد عائلة الخطيب وهو يشوي اللحم، خلال رحلة استجمام للعائلة أثناء اقامتها في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5hj49v0/manifest
ark:/13030/m5vr0thc,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0135,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,عائلة الخطيب في رحلة استجمام,A Photograph of al-Khatib Family on a Trip,A black-and-white photograph of al-Khatib Family on a trip to Mangaf in Kuwait.|~|صورة غير ملونة لعائلة الخطيب خلال رحلة استجمام إلى منطقة المنقف الساحلية بمحافظة الاحمدي في الكويت.,,black-and-white photographs,ara,still image,1960s; Date created,1960/1969,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,6552.0,8812.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/74236_ca_object_representations_media_150498_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/47321_ca_object_representations_media_150498_original.jpg,https://palarchive.org/index.php/Detail/objects/183104/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:41,15 March 2022 at 14:47:30,A black-and-white photograph of al-Khatib Family on a trip to Mangaf in Kuwait.,صورة غير ملونة لعائلة الخطيب خلال رحلة استجمام إلى منطقة المنقف الساحلية بمحافظة الاحمدي في الكويت.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5vr0thc/manifest
ark:/13030/m58t2fr4,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0136,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,ترميم احد البيوت في بلدة العيزرية,A Photograph of a House Renovation in al-Eizariya,A black-and-white photograph of construction workers during the renovation of an old house in al-Eizariya.|~|صورة غير ملونة يظهر فيها عمال بناء وترميم أثناء ترميم أحد البيوت القديمة في بلدة العيزرية، وتظهر في الصورة أيضًا عربة شاحنة لنقل الحجارة.,,black-and-white photographs,ara,still image,,,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3239.0,4446.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/16418_ca_object_representations_media_150499_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/4/57752_ca_object_representations_media_150499_original.jpg,https://palarchive.org/index.php/Detail/objects/183105/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:41,15 March 2022 at 14:47:30,A black-and-white photograph of construction workers during the renovation of an old house in al-Eizariya.,صورة غير ملونة يظهر فيها عمال بناء وترميم أثناء ترميم أحد البيوت القديمة في بلدة العيزرية، وتظهر في الصورة أيضًا عربة شاحنة لنقل الحجارة.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm58t2fr4/manifest
ark:/13030/m5wm9595,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0137,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,يوم الميدان في القدس,A Field Day in Jerusalem,A black-and-white photograph of a young man driving a motorcycle on a field day with elderlies seated on the ground at Sheikh Jarrah Playground in Jerusalem.|~|صورة غير ملونة يظهر فيها شاب يقود دراجة نارية ومجموعة من كبار السن يجلسون على الأرض في ساحة ملعب الشيخ جراح في القدس في يوم الميدان.,,black-and-white photographs,ara,still image,31 May 1951; Date created,1951-05-31,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3396.0,4508.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/5/72807_ca_object_representations_media_150500_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/5/6142_ca_object_representations_media_150500_original.jpg,https://palarchive.org/index.php/Detail/objects/183106/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:41,15 March 2022 at 14:47:30,A black-and-white photograph of a young man driving a motorcycle on a field day with elderlies seated on the ground at Sheikh Jarrah Playground in Jerusalem.,صورة غير ملونة يظهر فيها شاب يقود دراجة نارية ومجموعة من كبار السن يجلسون على الأرض في ساحة ملعب الشيخ جراح في القدس في يوم الميدان.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5wm9595/manifest
ark:/13030/m5hb6x0x,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0138,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,ترميم احد البيوت في القدس,A Photograph of a House Renovation in Jerusalem,A black-and-white photograph of men with construction workers during the renovation of an old house in Jerusalem.|~|صورة غير ملونة يظهر فيها مجموعة من الرجال بينهم عمال بناء أثناء ترميم أحد البيوت في البلدة القديمة في القدس.,,black-and-white photographs,ara,still image,,,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3368.0,4479.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/5/89052_ca_object_representations_media_150502_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/5/61264_ca_object_representations_media_150502_original.jpg,https://palarchive.org/index.php/Detail/objects/183107/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:41,15 March 2022 at 14:47:31,A black-and-white photograph of men with construction workers during the renovation of an old house in Jerusalem.,صورة غير ملونة يظهر فيها مجموعة من الرجال بينهم عمال بناء أثناء ترميم أحد البيوت في البلدة القديمة في القدس.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5hb6x0x/manifest
ark:/13030/m5d29pf9,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0139,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,عمال بناء فلسطينيون,A Photograph of Palestinian Construction Workers,A black-and-white photograph of Palestinian construction workers.|~|صورة جماعية غير ملونة يظهر فيها مجموعة من عمال البناء الفلسطينيون.,,black-and-white photographs,ara,still image,,,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3257.0,4228.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/5/65566_ca_object_representations_media_150503_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/5/27130_ca_object_representations_media_150503_original.jpg,https://palarchive.org/index.php/Detail/objects/183108/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:41,15 March 2022 at 14:47:31,A black-and-white photograph of Palestinian construction workers.,صورة جماعية غير ملونة يظهر فيها مجموعة من عمال البناء الفلسطينيون.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5d29pf9/manifest
ark:/13030/m5gj78tz,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0140,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,أحد شبان عائلة الخطيب,A Photograph of a Man from al-Khatib Family,A black-and-white portrait of a man from al-Khatib Family. |~|صورة شخصية غير ملونة لأحد شبان عائلة الخطيب.,,black-and-white photographs,ara,still image,,,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,3284.0,2588.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/5/73296_ca_object_representations_media_150504_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/5/99005_ca_object_representations_media_150504_original.jpg,https://palarchive.org/index.php/Detail/objects/183109/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:41,15 March 2022 at 14:47:31,A black-and-white portrait of a man from al-Khatib Family.,صورة شخصية غير ملونة لأحد شبان عائلة الخطيب.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5gj78tz/manifest
ark:/13030/m5898xqk,ark:/21198/z12z6r3w,,Work,240.0,0240.01.0141,The Na'ima Khatib Collection,Na'ima Khatib Sub-collection 1: Photographs,شخصان من عائلة الخطيب,A Photograph of Men from al-Khatib Family,A black-and-white photograph showing two men from al-Khatib Family seated atop a rock.|~|صورة غير ملونة فيها شابان من عائلة الخطيب يجلسان على صخرة.,,black-and-white photographs,ara,still image,,,,,Culture and Arts|~|Social History|~|Women,,image/jpeg,4478.0,3257.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/5/74023_ca_object_representations_media_150505_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/5/0/5/18648_ca_object_representations_media_150505_original.jpg,https://palarchive.org/index.php/Detail/objects/183110/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,acceptable; 226,,The Na'ima Khatib Collection   | Na'ima Khatib Sub-collection 1: Photographs,30 September 2019 at 13:34:41,15 March 2022 at 14:47:32,A black-and-white photograph showing two men from al-Khatib Family seated atop a rock.,صورة غير ملونة فيها شابان من عائلة الخطيب يجلسان على صخرة.,black-and-white photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5898xqk/manifest
