Item ARK,Parent ARK,File Name,Object Type,coll id,AltIdentifier.local,Collection,Series,AltTitle.other,Title,Description.note,References,Genre,Language,Type.typeOfResource,Date.created,Date.normalized,Note,Subject.coordinates,Subject topic,Inscription-NO,media.format,media.height,media.width,Thumbnail,IIIF Access URL,External item record,Repository,Rights.servicesContact,Acquisition method,Physical status,Violent Content,Series & Collection,Creation date/time,Last modification date/time,Description (Eng),Description (Ara),Genre (old),Inscription (old),Inscription 2 (old),Alt Title,Program,IIIF Manifest URL
ark:/21198/z13z3s95,,,Collection,,,,,,The Amer Hlehel Collection,,,,,,,,,,,,,,,,,,The Palestinian Museum Digital Archive,info@palarchive.org,,,,,,,,,,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fz13z3s95
ark:/13030/m5bd1p99,ark:/21198/z13z3s95,,Work,230.0,0230.01.0101,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4540.0,3229.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/98460_ca_object_representations_media_127919_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/9242_ca_object_representations_media_127919_original.jpg,https://palarchive.org/index.php/Detail/objects/166169/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:05,28 April 2021 at 14:30:39,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5bd1p99/manifest
ark:/13030/m51w34qv,ark:/21198/z13z3s95,,Work,230.0,0230.01.0102,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4498.0,3229.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/26246_ca_object_representations_media_127920_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/67716_ca_object_representations_media_127920_original.jpg,https://palarchive.org/index.php/Detail/objects/166170/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:05,28 April 2021 at 14:30:39,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm51w34qv/manifest
ark:/13030/m58m50v5,ark:/21198/z13z3s95,,Work,230.0,0230.01.0103,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3229.0,4519.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/6406_ca_object_representations_media_127921_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/99329_ca_object_representations_media_127921_original.jpg,https://palarchive.org/index.php/Detail/objects/166171/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:05,28 April 2021 at 14:30:39,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm58m50v5/manifest
ark:/13030/m5mt1hj0,ark:/21198/z13z3s95,,Work,230.0,0230.01.0104,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3229.0,4519.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/78942_ca_object_representations_media_127922_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/39387_ca_object_representations_media_127922_original.jpg,https://palarchive.org/index.php/Detail/objects/166172/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:05,28 April 2021 at 14:30:39,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5mt1hj0/manifest
ark:/13030/m5f55cxp,ark:/21198/z13z3s95,,Work,230.0,0230.01.0105,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4530.0,3240.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/9644_ca_object_representations_media_127923_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/19291_ca_object_representations_media_127923_original.jpg,https://palarchive.org/index.php/Detail/objects/166173/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:05,28 April 2021 at 14:30:39,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5f55cxp/manifest
ark:/13030/m59d4n7t,ark:/21198/z13z3s95,,Work,230.0,0230.01.0106,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4519.0,3250.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/73909_ca_object_representations_media_127924_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/8114_ca_object_representations_media_127924_original.jpg,https://palarchive.org/index.php/Detail/objects/166174/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:05,28 April 2021 at 14:30:39,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm59d4n7t/manifest
ark:/13030/m5x42n7w,ark:/21198/z13z3s95,,Work,230.0,0230.01.0107,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,3250.0,4519.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/53907_ca_object_representations_media_127925_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/45574_ca_object_representations_media_127925_original.jpg,https://palarchive.org/index.php/Detail/objects/166175/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:05,28 April 2021 at 14:30:39,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5x42n7w/manifest
ark:/13030/m5hx93ft,ark:/21198/z13z3s95,,Work,230.0,0230.01.0108,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4519.0,3229.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/14455_ca_object_representations_media_127926_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/47561_ca_object_representations_media_127926_original.jpg,https://palarchive.org/index.php/Detail/objects/166176/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:05,28 April 2021 at 14:30:39,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5hx93ft/manifest
ark:/13030/m57m7zqd,ark:/21198/z13z3s95,,Work,230.0,0230.01.0109,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال أداء مسرحية ""دياب""","A Photograph of Amer Hlehel on Stage During the Theatrical Performance of ""Diab""","A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".|~|صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,,image/jpeg,4540.0,3229.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/26022_ca_object_representations_media_127927_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/2/7/9/74507_ca_object_representations_media_127927_original.jpg,https://palarchive.org/index.php/Detail/objects/166177/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:06,28 April 2021 at 14:30:39,"; A photograph of Palestinian playwright, actor, and director Amer Hlehel on stage during the theatrical performance of one of his own plays titled ""Diab"".","صورة للممثل عامر حليحل على خشبة المسرح خلال العرض المسرحي لمسرحيته ""دياب"".",color photographs,,,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm57m7zqd/manifest
ark:/13030/m5w749ht,ark:/21198/z13z3s95,,Work,230.0,0230.01.0110,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,صورة لعامر حليحل مع مجموعة من اصدقائه,A Photograph of Amer Hlehel with His Friends,"A photograph of Amer Hlehel, far left, with a group of his friends, right to left: Jawad Abdel-Ghany, Iyad Sheety, and Ali Solaiman. |~|صورة لعامر حليحل، أقصى اليسار، مع مجموعة من اصدقائه، وهم من اليمين، جواد عبد الغني، واياد شيتي، وعلي سليمان.","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,2002; Date created,2002,,,Culture and Arts,"من اليمين: جواد عبد الغني، اياد شيتي، علي سليمان، عامر حليحل مسرحية المهمة - 2002 تأليف: هاينر مولّير اخراج: سامح حجازي|~|Right to left: Jawad ʿabdul-Ghany, Iyad Shity, ʿaly Sulayman, and ʿamer Hlaihel The Mission - 2002 Written by: Heiner Müller Directed by: Sameh Hijazy",image/jpeg,2629.0,3876.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/18775_ca_object_representations_media_145013_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/44910_ca_object_representations_media_145013_original.jpg,https://palarchive.org/index.php/Detail/objects/166178/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:06,28 April 2021 at 14:36:48,"A photograph of Amer Hlehel, far left, with a group of his friends, right to left: Jawad Abdel-Ghany, Iyad Sheety, and Ali Solaiman.",صورة لعامر حليحل، أقصى اليسار، مع مجموعة من اصدقائه، وهم من اليمين، جواد عبد الغني، واياد شيتي، وعلي سليمان.,color photographs,من اليمين: جواد عبد الغني، اياد شيتي، علي سليمان، عامر حليحل مسرحية المهمة - 2002 تأليف: هاينر مولّير اخراج: سامح حجازي,"Right to left: Jawad ʿabdul-Ghany, Iyad Shity, ʿaly Sulayman, and ʿamer Hlaihel The Mission - 2002 Written by: Heiner Müller Directed by: Sameh Hijazy",,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5w749ht/manifest
ark:/13030/m53v770g,ark:/21198/z13z3s95,,Work,230.0,0230.01.0111,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال عرض مسرحية ""يوم من زماننا""","A Photograph of Amer Hlehel during the Theatrical Performance of ""A Day of Our Time""","A photograph of Amer Hlehel during the theatrical performance of ""A Day of Our Time"", a play by Saadallah Wannous. |~|صورة لعامر حليحل خلال عرض مسرحية ""يوم من زماننا"" للكاتب المسرحي سعدالله ونوس.","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,2004; Date created,2004,,,Culture and Arts,عامر حليحل مسرحية يوم من زماننا - 2004 تأليف: سعد الله ونّوس اخراج: محمد بكري|~|ʿamer Hlaihel A Day of Our Time - 2004 Written by: Saʿdallah Wannus Directed by: Muhammad Bakry,image/jpeg,2630.0,3867.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/31021_ca_object_representations_media_145015_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/76574_ca_object_representations_media_145015_original.jpg,https://palarchive.org/index.php/Detail/objects/166179/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:06,28 April 2021 at 14:40:30,"A photograph of Amer Hlehel during the theatrical performance of ""A Day of Our Time"", a play by Saadallah Wannous.","صورة لعامر حليحل خلال عرض مسرحية ""يوم من زماننا"" للكاتب المسرحي سعدالله ونوس.",color photographs,عامر حليحل مسرحية يوم من زماننا - 2004 تأليف: سعد الله ونّوس اخراج: محمد بكري,ʿamer Hlaihel A Day of Our Time - 2004 Written by: Saʿdallah Wannus Directed by: Muhammad Bakry,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm53v770g/manifest
ark:/13030/m5qk572f,ark:/21198/z13z3s95,,Work,230.0,0230.01.0112,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال عرض مسرحية ""يوم من زماننا""","A Photograph of Amer Hlehel during the Theatrical Performance of ""A Day of Our Time""","A photograph of Amer Hlehel during the theatrical performance of ""A Day of Our Time"", a play by Saadallah Wannous. Appearing in the photograph are, right to left, Salah Bakry and Hanan Hillu.|~|صورة لعامر حليحل خلال عرض مسرحية ""يوم من زماننا"" للكاتب المسرحي سعدالله ونوس. يظهر في الصورة من اليمين صالح بكري وحنان حلو.","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,2004; Date created,2004,,,Culture and Arts,"من اليمين: صالح بكري، حنان حلو، عامر حليحل عامر حليحل مسرحية يوم من زماننا - 2004 تأليف: سعد الله ونّوس اخراج: محمد بكري|~|Right to left: Ṣaleh Bakry, Hanan Hilu, and ʿamer Hlaihel ʿamer Hlaihel A Day of Our Time - 2004 Written by: Saʿdallah Wannus Directed by: Muhammad Bakry",image/jpeg,2630.0,3909.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/97691_ca_object_representations_media_145017_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/17268_ca_object_representations_media_145017_original.jpg,https://palarchive.org/index.php/Detail/objects/166180/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:06,28 April 2021 at 14:42:42,"A photograph of Amer Hlehel during the theatrical performance of ""A Day of Our Time"", a play by Saadallah Wannous. Appearing in the photograph are, right to left, Salah Bakry and Hanan Hillu.","صورة لعامر حليحل خلال عرض مسرحية ""يوم من زماننا"" للكاتب المسرحي سعدالله ونوس. يظهر في الصورة من اليمين صالح بكري وحنان حلو.",color photographs,من اليمين: صالح بكري، حنان حلو، عامر حليحل عامر حليحل مسرحية يوم من زماننا - 2004 تأليف: سعد الله ونّوس اخراج: محمد بكري,"Right to left: Ṣaleh Bakry, Hanan Hilu, and ʿamer Hlaihel ʿamer Hlaihel A Day of Our Time - 2004 Written by: Saʿdallah Wannus Directed by: Muhammad Bakry",,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5qk572f/manifest
ark:/13030/m55n3wh3,ark:/21198/z13z3s95,,Work,230.0,0230.01.0113,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل صالح بكري خلال عرض مسرحية ""يوم من زماننا""","A Photograph of Amer Hlehel and Saleh Bakry during the Theatrical Performance of ""A Day of Our Time""","A photograph of Amer Hlehel and Saleh Bakry during the theatrical performance of ""A Day of Our Time"", a play by Saadallah Wannous.|~|صورة لعامر حليحل وصالح بكري خلال عرض مسرحية ""يوم من زماننا"" للكاتب المسرحي سعدالله ونوس.","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,,,,,Culture and Arts,من اليمين: صالح بكري، عامر حليحل|~|Right to left: Ṣaleh Bakry and ʿamer Hlaihel,image/jpeg,2619.0,3898.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/41512_ca_object_representations_media_145019_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/10580_ca_object_representations_media_145019_original.jpg,https://palarchive.org/index.php/Detail/objects/166181/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,No,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:06,28 April 2021 at 14:44:05,"A photograph of Amer Hlehel and Saleh Bakry during the theatrical performance of ""A Day of Our Time"", a play by Saadallah Wannous.","صورة لعامر حليحل وصالح بكري خلال عرض مسرحية ""يوم من زماننا"" للكاتب المسرحي سعدالله ونوس.",color photographs,من اليمين: صالح بكري، عامر حليحل,Right to left: Ṣaleh Bakry and ʿamer Hlaihel,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm55n3wh3/manifest
ark:/13030/m5d58bpz,ark:/21198/z13z3s95,,Work,230.0,0230.01.0114,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل خلال عرض مسرحية ""يوم من زماننا""","A Photograph of Amer Hlehel during the Theatrical Performance of ""A Day of Our Time""","A photograph of Amer Hlehel during the theatrical performance of ""A Day of Our Time"", a play by Saadallah Wannous. Appearing in the photograph are, right to left, Hanan Hillu, Amal Qays, Amer Hlehel, and Mahmud abu Safy.|~|صورة لعامر حليحل خلال عرض مسرحية ""يوم من زماننا"" للكاتب المسرحي سعدالله ونوس. يظهر في الصورة، من اليمين، حنان حلو وآمال قيس وعامر حليحل ومحمود أبو صافي.","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,2004; Date created,2004,,,Culture and Arts,"من اليمين: حنان حلو، آمال قيس، عامر حليحل، محمود أبو صافي|~|Right to left: Hanan Hilu, Āmal Qays, ʿamer Hlaihel, and Mahmud abu Ṣafy.",image/jpeg,2629.0,3898.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/13891_ca_object_representations_media_145021_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/89597_ca_object_representations_media_145021_original.jpg,https://palarchive.org/index.php/Detail/objects/166182/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:06,28 April 2021 at 14:46:29,"A photograph of Amer Hlehel during the theatrical performance of ""A Day of Our Time"", a play by Saadallah Wannous. Appearing in the photograph are, right to left, Hanan Hillu, Amal Qays, Amer Hlehel, and Mahmud abu Safy.","صورة لعامر حليحل خلال عرض مسرحية ""يوم من زماننا"" للكاتب المسرحي سعدالله ونوس. يظهر في الصورة، من اليمين، حنان حلو وآمال قيس وعامر حليحل ومحمود أبو صافي.",color photographs,من اليمين: حنان حلو، آمال قيس، عامر حليحل، محمود أبو صافي,"Right to left: Hanan Hilu, Āmal Qays, ʿamer Hlaihel, and Mahmud abu Ṣafy.",,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm5d58bpz/manifest
ark:/13030/m54n6v9t,ark:/21198/z13z3s95,,Work,230.0,0230.01.0115,The Amer Hlehel Collection,Amer Hlehel Sub-collection 1: Photographs,"صورة لعامر حليحل وزياد بكري خلال عرض مسرحية ""يوم من زماننا""","A Photograph of Amer Hlehel and Ziyad Bakry during the Theatrical Performance of ""A Day of Our Time""","A photograph of Amer Hlehel and Ziyad Bakry during the theatrical performance of ""A Day of Our Time"", a play by Saadallah Wannous. |~|صورة لعامر حليحل وزياد بكري خلال عرض مسرحية ""يوم من زماننا"" للكاتب المسرحي سعدالله ونوس.","Amer Hlehel (Palestinian playwright, actor, and director). Interview with the PMDA researcher Majd Sidawi. January - March 2020. Unrecorded. the Palestinian Museum Digital Archive.",color photographs,ara,still image,2004; Date created,2004,,,Culture and Arts,من اليمين: عامر حليحل، زياد بكري|~|Right to left: ʿamer Hlaihel and Ziyad Bakry,image/jpeg,2619.0,3909.0,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/98179_ca_object_representations_media_145023_preview.jpg,https://d7rm5xoig729r.cloudfront.net/collectiveaccess/images/1/4/5/0/58556_ca_object_representations_media_145023_original.jpg,https://palarchive.org/index.php/Detail/objects/166183/lang/en_US,The Palestinian Museum Digital Archive,info@palarchive.org,loan,,,The Amer Hlehel Collection | Amer Hlehel Sub-collection 1: Photographs,11 September 2019 at 11:48:06,28 April 2021 at 14:47:40,"A photograph of Amer Hlehel and Ziyad Bakry during the theatrical performance of ""A Day of Our Time"", a play by Saadallah Wannous.","صورة لعامر حليحل وزياد بكري خلال عرض مسرحية ""يوم من زماننا"" للكاتب المسرحي سعدالله ونوس.",color photographs,من اليمين: عامر حليحل، زياد بكري,Right to left: ʿamer Hlaihel and Ziyad Bakry,,International Digital Ephemera Project,https://iiif.library.ucla.edu/ark%3A%2F13030%2Fm54n6v9t/manifest
